@RELATION censusIncome

@ATTRIBUTE ﻿age REAL
@ATTRIBUTE workclass {0,1,2,3,4,5,6}
@ATTRIBUTE education {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}
@ATTRIBUTE education-num {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16}
@ATTRIBUTE marital-status {1,2,3,4,5,6,7}
@ATTRIBUTE occupation REAL
@ATTRIBUTE race {0,1,2,3,4}
@ATTRIBUTE sex {0,1}
@ATTRIBUTE hours-per-week REAL
@ATTRIBUTE native-country {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39}
@ATTRIBUTE earnings {<=50K,>50K}

@DATA
56,3,13,16,1,5,0,0,40,0,>50K
36,0,3,9,1,1,0,0,40,0,>50K
21,0,1,10,3,12,4,1,40,0,>50K
56,2,13,16,1,5,0,0,70,0,>50K
52,0,0,13,5,2,0,1,20,0,>50K
39,0,5,12,1,8,0,1,25,0,>50K
54,0,3,9,1,0,0,0,25,0,>50K
30,1,1,10,1,3,2,0,55,0,>50K
38,0,3,9,1,3,0,0,99,0,>50K
60,4,0,13,1,5,0,0,40,0,>50K
27,0,1,10,1,5,0,0,40,0,>50K
34,0,0,13,1,4,0,0,50,0,>50K
28,0,0,13,3,4,0,1,50,0,>50K
52,0,1,10,1,4,0,0,50,0,>50K
37,0,0,13,1,4,0,0,50,0,>50K
35,0,3,9,1,7,0,0,60,0,>50K
54,0,1,10,1,1,0,0,40,5,>50K
52,0,13,16,1,4,0,0,57,0,>50K
60,3,3,9,1,0,0,0,40,0,>50K
48,0,0,13,1,4,0,0,60,0,>50K
28,0,0,13,1,3,0,0,60,0,>50K
43,0,10,14,2,4,0,1,50,0,>50K
46,1,4,15,1,4,0,0,55,0,>50K
47,5,0,13,1,5,0,0,60,0,>50K
58,4,10,14,5,5,0,0,35,0,>50K
34,0,1,10,1,5,0,0,38,0,>50K
34,1,0,13,1,5,4,0,48,0,>50K
29,0,1,10,1,8,0,1,40,0,>50K
58,0,12,6,1,10,0,0,50,0,>50K
53,0,3,9,1,1,0,0,40,0,>50K
48,0,0,13,1,4,0,0,65,0,>50K
35,0,1,10,1,4,0,0,40,0,>50K
49,0,0,13,1,4,0,0,50,0,>50K
33,0,0,13,1,4,0,0,50,5,>50K
31,0,0,13,1,8,0,0,40,0,>50K
57,0,10,14,2,4,0,0,40,0,>50K
49,0,1,10,1,5,0,0,44,0,>50K
40,0,0,13,1,5,0,0,40,0,>50K
55,0,6,11,1,5,0,0,50,5,>50K
30,4,3,9,1,12,0,0,40,0,>50K
42,0,3,9,1,7,0,0,40,0,>50K
36,0,3,9,1,7,0,0,45,0,>50K
35,0,10,14,1,4,0,0,50,0,>50K
45,0,0,13,1,3,0,0,45,0,>50K
40,0,1,10,2,2,4,0,50,0,>50K
28,0,0,13,1,4,0,0,40,0,>50K
52,2,10,14,1,5,0,0,60,0,>50K
43,0,1,10,1,7,0,0,48,0,>50K
39,0,3,9,3,1,0,0,42,0,>50K
47,4,10,14,1,4,4,0,50,0,>50K
29,3,6,11,1,1,0,0,40,0,>50K
42,0,3,9,1,1,0,0,40,0,>50K
32,0,5,12,1,8,0,0,45,0,>50K
29,0,10,14,1,5,0,0,55,0,>50K
26,0,2,7,1,8,0,0,40,0,>50K
37,0,3,9,1,0,0,0,80,0,>50K
38,0,5,12,1,1,0,0,50,0,>50K
44,0,2,7,1,8,0,0,40,0,>50K
46,0,3,9,1,7,0,0,40,0,>50K
31,0,3,9,1,1,0,0,40,0,>50K
32,0,6,11,1,5,0,0,42,0,>50K
45,0,3,9,6,2,4,1,60,0,>50K
40,0,1,10,1,3,0,0,60,0,>50K
41,5,0,13,1,5,0,1,40,0,>50K
46,0,0,13,1,4,0,0,50,0,>50K
59,0,3,9,1,10,0,0,40,0,>50K
47,4,10,14,1,5,0,0,45,0,>50K
45,0,3,9,1,7,0,0,45,0,>50K
45,2,3,9,1,3,0,0,32,0,>50K
37,3,3,9,1,8,0,0,50,0,>50K
62,2,3,9,1,4,4,0,72,0,>50K
46,2,10,14,1,4,0,1,50,0,>50K
46,0,10,14,1,0,0,0,40,0,>50K
51,0,3,9,2,8,0,1,24,0,>50K
60,1,3,9,2,1,0,0,50,0,>50K
37,0,3,9,3,0,0,1,35,0,>50K
42,0,3,9,3,3,0,0,60,0,>50K
27,4,1,10,3,12,0,0,40,0,>50K
66,2,3,9,1,3,0,0,10,0,>50K
84,2,1,10,1,3,0,0,35,0,>50K
45,1,6,11,1,9,0,0,50,0,>50K
53,2,0,13,1,4,0,0,48,0,>50K
27,3,1,10,1,0,0,0,40,0,>50K
31,0,6,11,1,1,0,0,40,0,>50K
54,0,10,14,1,5,1,0,40,7,>50K
43,0,3,9,1,1,0,0,40,0,>50K
40,0,1,10,1,7,0,0,50,0,>50K
29,0,3,9,1,4,0,0,40,0,>50K
39,1,1,10,4,1,0,0,60,0,>50K
51,0,2,7,1,3,0,0,30,0,>50K
36,0,3,9,1,1,0,0,50,0,>50K
49,0,3,9,1,1,0,0,45,0,>50K
63,5,13,16,1,4,0,0,50,0,>50K
50,1,3,9,1,4,0,0,40,0,>50K
45,3,10,14,1,3,0,0,50,0,>50K
29,3,3,9,1,0,0,0,40,0,>50K
52,0,1,10,1,3,0,1,52,4,>50K
50,0,0,13,1,4,0,0,40,0,>50K
37,1,3,9,2,9,0,0,40,0,>50K
28,0,0,13,1,0,0,0,40,0,>50K
53,2,1,10,2,3,0,0,50,12,>50K
41,0,0,13,1,3,0,0,50,0,>50K
28,1,1,10,1,1,0,0,40,0,>50K
44,0,0,13,1,4,0,0,48,0,>50K
34,0,4,15,3,0,1,0,40,7,>50K
45,0,3,9,1,6,4,0,40,0,>50K
49,0,3,9,1,10,0,0,50,0,>50K
47,0,13,16,1,5,0,0,50,0,>50K
41,0,0,13,1,5,0,0,40,0,>50K
36,3,10,14,1,5,0,0,45,0,>50K
52,0,0,13,1,5,0,0,40,0,>50K
38,3,3,9,3,8,0,0,45,0,>50K
39,5,0,13,1,5,0,0,45,0,>50K
47,4,0,13,1,1,0,0,50,0,>50K
61,3,1,10,1,4,0,0,40,0,>50K
46,0,3,9,1,10,0,0,40,0,>50K
56,3,3,9,1,8,0,0,40,0,>50K
47,3,13,16,1,5,0,0,40,0,>50K
44,0,8,4,1,10,0,0,80,0,>50K
52,0,3,9,1,1,0,0,50,0,>50K
49,0,3,9,1,1,0,0,40,0,>50K
42,0,0,13,1,5,1,1,27,27,>50K
44,1,3,9,1,9,0,0,40,0,>50K
56,4,1,10,1,1,0,0,41,0,>50K
37,5,3,9,1,7,0,0,40,0,>50K
37,0,0,13,1,4,0,0,45,0,>50K
34,4,0,13,1,5,0,0,40,0,>50K
50,0,1,10,1,8,1,0,40,15,>50K
43,0,4,15,6,5,0,0,40,0,>50K
50,3,0,13,2,5,0,0,60,0,>50K
47,0,0,13,1,5,0,0,60,0,>50K
42,0,0,13,1,4,0,0,40,0,>50K
43,0,0,13,1,4,4,0,40,0,>50K
43,0,10,14,2,4,0,1,40,0,>50K
27,2,0,13,1,4,0,0,45,0,>50K
40,0,3,9,1,8,0,1,46,0,>50K
47,0,4,15,1,4,0,0,60,0,>50K
42,0,3,9,1,1,0,0,50,0,>50K
63,4,0,13,1,5,0,0,40,0,>50K
62,0,0,13,1,1,0,0,50,0,>50K
30,5,0,13,1,12,0,0,72,0,>50K
29,0,0,13,3,3,0,0,50,0,>50K
57,5,13,16,2,5,0,0,60,0,>50K
41,0,0,13,1,1,0,0,40,0,>50K
36,0,0,13,1,4,0,1,40,0,>50K
50,0,0,13,2,4,0,0,55,0,>50K
51,0,1,10,1,1,0,0,40,0,>50K
53,0,0,13,2,5,0,0,55,0,>50K
40,0,1,10,1,1,0,0,40,0,>50K
42,4,10,14,1,5,0,0,55,0,>50K
52,3,0,13,1,4,0,0,45,0,>50K
41,4,10,14,1,5,1,1,40,27,>50K
47,0,0,13,1,4,0,0,60,0,>50K
46,0,1,10,1,12,4,0,40,0,>50K
30,0,6,11,1,5,0,0,52,0,>50K
38,0,3,9,1,4,0,0,60,0,>50K
47,0,3,9,1,3,0,0,50,0,>50K
59,0,1,10,1,8,0,1,16,0,>50K
59,0,13,16,1,5,0,0,60,0,>50K
52,0,1,10,1,4,0,0,45,0,>50K
37,2,6,11,1,3,0,0,60,0,>50K
51,0,5,12,1,1,0,0,45,0,>50K
48,0,1,10,1,8,0,0,40,0,>50K
39,0,3,9,1,10,0,0,55,0,>50K
50,0,3,9,1,1,0,0,60,0,>50K
45,3,1,10,1,5,0,0,40,0,>50K
42,0,10,14,1,5,0,0,40,0,>50K
41,1,10,14,1,5,0,0,40,0,>50K
51,0,2,7,1,1,0,0,40,0,>50K
49,1,0,13,1,4,0,0,60,0,>50K
26,0,1,10,1,4,0,0,40,0,>50K
38,0,3,9,1,8,0,0,45,0,>50K
47,1,10,14,1,5,0,1,20,0,>50K
36,0,3,9,1,1,0,0,40,0,>50K
44,0,0,13,1,4,4,0,40,0,>50K
44,0,0,13,1,5,0,0,40,0,>50K
61,2,1,10,1,3,0,0,36,0,>50K
29,0,6,11,1,1,0,0,40,0,>50K
40,0,5,12,1,4,0,0,40,0,>50K
37,0,0,13,1,3,0,0,40,0,>50K
34,4,4,15,1,5,0,0,40,0,>50K
37,3,0,13,1,8,1,0,40,15,>50K
54,0,1,10,1,1,0,0,40,0,>50K
45,0,10,14,1,4,0,0,40,0,>50K
69,0,1,10,1,4,0,0,50,0,>50K
57,2,0,13,1,4,0,0,60,0,>50K
35,0,10,14,1,5,0,0,45,0,>50K
51,4,0,13,1,4,0,0,50,0,>50K
46,0,10,14,1,4,1,0,50,8,>50K
55,5,10,14,1,4,0,0,45,0,>50K
43,5,10,14,1,4,0,0,40,0,>50K
49,4,10,14,1,4,4,0,47,0,>50K
48,4,4,15,1,5,0,0,45,0,>50K
38,5,10,14,1,4,0,0,60,0,>50K
35,0,3,9,1,8,0,1,35,0,>50K
41,0,3,9,1,1,0,0,44,0,>50K
59,2,0,13,1,4,0,0,50,0,>50K
43,0,3,9,1,8,0,1,40,0,>50K
34,2,3,9,1,4,0,0,40,0,>50K
40,4,1,10,1,8,0,1,40,0,>50K
45,0,1,10,1,1,0,0,40,0,>50K
42,1,0,13,1,9,0,0,60,0,>50K
30,0,1,10,3,3,0,0,45,0,>50K
50,4,1,10,1,12,0,0,40,0,>50K
59,5,13,16,2,5,0,0,45,0,>50K
44,4,0,13,1,12,0,0,40,0,>50K
48,0,1,10,3,4,0,1,40,22,>50K
49,3,0,13,1,4,0,0,40,0,>50K
42,0,1,10,1,5,0,0,40,0,>50K
49,0,10,14,1,4,0,0,40,0,>50K
35,0,10,14,1,4,0,0,60,0,>50K
35,4,10,14,3,5,0,0,60,0,>50K
42,5,0,13,1,5,0,0,40,0,>50K
50,1,10,14,1,5,0,1,40,4,>50K
52,0,1,10,1,0,4,0,40,0,>50K
43,0,6,11,1,9,0,0,40,0,>50K
57,0,9,8,1,10,0,0,40,0,>50K
45,0,0,13,2,5,0,1,48,0,>50K
47,0,1,10,1,0,0,0,40,0,>50K
38,0,6,11,1,1,0,0,40,0,>50K
44,0,1,10,1,3,0,0,45,0,>50K
34,0,3,9,4,8,0,0,48,0,>50K
58,2,1,10,5,3,0,1,20,0,>50K
38,4,5,12,1,12,0,0,56,0,>50K
47,0,1,10,1,3,0,0,50,0,>50K
57,0,10,14,1,5,0,0,45,0,>50K
45,4,10,14,3,5,0,0,50,0,>50K
37,0,1,10,1,4,0,1,45,0,>50K
45,5,1,10,1,8,1,1,40,0,>50K
27,0,3,9,7,1,0,0,40,0,>50K
44,0,13,16,1,5,0,0,40,0,>50K
44,5,13,16,1,5,0,0,40,0,>50K
38,0,3,9,1,4,0,1,60,0,>50K
44,0,10,14,1,4,0,0,38,0,>50K
26,0,1,10,1,10,0,0,52,0,>50K
32,0,5,12,1,1,0,0,40,22,>50K
50,4,10,14,1,5,0,0,50,0,>50K
43,1,3,9,1,8,0,1,20,0,>50K
44,2,3,9,1,4,0,0,70,0,>50K
49,0,1,10,1,8,0,1,40,0,>50K
38,1,10,14,3,5,0,0,40,0,>50K
51,3,0,13,1,5,0,0,40,0,>50K
58,2,0,13,1,4,0,0,45,0,>50K
51,0,1,10,1,7,0,0,40,0,>50K
53,0,0,13,3,2,0,0,50,16,>50K
33,4,10,14,1,5,0,1,35,0,>50K
30,0,0,13,1,5,0,0,35,0,>50K
34,0,3,9,1,10,1,0,40,0,>50K
46,0,1,10,1,5,0,0,50,0,>50K
46,4,1,10,1,12,0,0,40,0,>50K
43,4,10,14,1,5,0,1,40,0,>50K
61,0,3,9,1,10,0,0,40,0,>50K
40,4,10,14,1,4,0,0,60,0,>50K
47,4,10,14,1,5,0,0,60,0,>50K
32,3,3,9,1,8,0,1,40,0,>50K
46,0,10,14,1,5,0,1,35,0,>50K
45,2,3,9,1,2,0,0,40,0,>50K
45,0,13,16,1,5,0,0,50,0,>50K
42,1,4,15,1,5,0,0,50,0,>50K
37,0,0,13,1,4,0,0,40,0,>50K
56,0,12,6,1,2,0,0,35,12,>50K
45,0,1,10,1,6,0,0,40,5,>50K
53,0,0,13,1,5,0,0,40,0,>50K
39,0,0,13,1,3,0,0,30,0,>50K
46,3,10,14,1,4,0,0,40,0,>50K
36,1,4,15,3,5,0,0,55,0,>50K
36,0,3,9,1,10,4,0,50,0,>50K
39,0,10,14,1,5,0,0,40,0,>50K
48,2,3,9,1,1,0,0,60,0,>50K
56,0,3,9,1,1,0,0,35,0,>50K
66,0,3,9,5,3,0,1,40,0,>50K
52,0,3,9,1,7,0,0,40,0,>50K
38,0,3,9,1,8,0,0,40,0,>50K
46,0,0,13,1,2,0,0,30,0,>50K
48,0,10,14,1,4,0,0,40,0,>50K
67,0,3,9,1,4,0,0,37,0,>50K
39,0,3,9,1,3,0,0,46,0,>50K
35,1,3,9,1,1,0,0,60,0,>50K
45,0,10,14,1,8,0,0,45,0,>50K
46,2,4,15,1,5,0,0,60,0,>50K
31,0,1,10,1,4,4,0,40,0,>50K
33,0,3,9,1,8,0,1,20,0,>50K
33,0,0,13,1,5,0,0,43,0,>50K
33,0,0,13,1,5,0,1,40,0,>50K
35,0,3,9,2,4,0,1,40,0,>50K
64,4,6,11,1,4,0,0,40,0,>50K
39,1,1,10,3,5,0,0,12,0,>50K
55,4,3,9,1,5,0,1,40,0,>50K
52,5,10,14,1,5,4,1,40,0,>50K
24,0,3,9,1,6,0,0,40,0,>50K
40,0,1,10,1,8,0,0,60,0,>50K
25,0,9,8,1,1,0,0,40,0,>50K
48,0,3,9,1,8,0,1,40,0,>50K
33,1,3,9,2,1,0,0,65,0,>50K
52,0,3,9,1,1,0,0,40,0,>50K
44,0,1,10,2,3,0,0,55,0,>50K
30,0,10,14,1,5,0,0,44,0,>50K
28,3,1,10,1,8,0,0,40,0,>50K
61,0,3,9,1,10,0,0,40,0,>50K
33,0,10,14,1,5,0,0,40,0,>50K
50,0,5,12,1,7,0,0,50,0,>50K
33,0,3,9,1,1,0,0,40,0,>50K
45,4,0,13,2,12,0,0,40,0,>50K
47,1,3,9,1,1,0,0,40,0,>50K
52,3,0,13,1,5,0,0,40,0,>50K
50,4,10,14,2,5,2,1,50,0,>50K
37,4,10,14,1,12,0,0,50,0,>50K
38,0,1,10,1,4,0,0,40,0,>50K
32,0,1,10,1,4,0,0,60,0,>50K
28,0,2,7,1,1,0,0,60,0,>50K
50,0,3,9,1,10,0,0,40,0,>50K
42,3,10,14,1,4,0,0,40,0,>50K
43,0,4,15,1,5,0,0,55,0,>50K
47,5,0,13,1,5,0,0,45,0,>50K
50,0,3,9,1,1,0,0,50,0,>50K
45,0,0,13,1,1,0,0,40,5,>50K
57,0,3,9,1,1,1,0,40,10,>50K
39,0,0,13,1,5,0,1,50,5,>50K
28,0,3,9,1,1,0,0,40,17,>50K
29,4,0,13,1,5,0,1,25,0,>50K
35,0,0,13,1,1,0,0,50,0,>50K
41,5,13,16,1,5,0,0,50,0,>50K
42,4,1,10,1,12,3,0,40,0,>50K
48,0,0,13,1,4,0,0,40,0,>50K
32,0,13,16,3,5,0,0,40,0,>50K
55,0,1,10,1,1,4,0,40,3,>50K
36,0,1,10,1,4,0,0,40,0,>50K
26,4,0,13,1,5,4,1,40,0,>50K
53,0,10,14,1,5,0,0,40,0,>50K
41,0,1,10,1,3,0,0,50,0,>50K
57,0,1,10,2,4,0,1,50,0,>50K
46,0,3,9,1,3,0,0,45,0,>50K
27,0,0,13,1,4,4,1,45,0,>50K
47,5,13,16,2,5,0,0,50,23,>50K
43,0,3,9,1,3,0,0,40,0,>50K
33,0,0,13,1,5,0,0,38,0,>50K
60,4,10,14,1,5,0,0,40,0,>50K
41,1,0,13,1,8,0,1,40,0,>50K
30,0,3,9,1,4,0,0,40,0,>50K
37,4,6,11,1,12,0,0,40,0,>50K
32,0,0,13,1,0,0,0,40,0,>50K
27,1,3,9,3,1,0,0,50,0,>50K
44,5,10,14,1,5,4,0,60,0,>50K
45,0,10,14,1,4,0,0,50,0,>50K
34,3,0,13,1,12,0,0,54,0,>50K
50,5,13,16,1,5,0,0,45,0,>50K
39,4,9,8,1,10,0,0,40,32,>50K
57,0,6,11,3,1,0,0,40,0,>50K
49,0,4,15,1,5,0,0,60,0,>50K
41,0,0,13,1,5,0,0,40,0,>50K
59,3,3,9,1,1,0,0,40,0,>50K
54,0,3,9,1,7,0,0,45,0,>50K
46,0,10,14,1,4,0,0,40,0,>50K
28,2,0,13,1,4,0,0,60,0,>50K
29,0,0,13,1,0,0,0,40,0,>50K
41,1,1,10,1,9,0,0,50,0,>50K
35,1,10,14,1,4,0,0,55,0,>50K
32,0,1,10,1,10,0,0,60,0,>50K
36,0,10,14,3,4,0,1,40,0,>50K
34,0,1,10,1,1,0,0,48,0,>50K
47,0,3,9,1,1,0,0,50,0,>50K
34,0,0,13,1,4,0,0,65,0,>50K
24,0,1,10,1,9,0,0,50,0,>50K
56,5,6,11,1,1,4,0,60,0,>50K
59,0,1,10,1,1,0,0,55,0,>50K
30,0,3,9,1,10,0,0,65,0,>50K
35,0,0,13,1,3,0,0,50,0,>50K
31,0,3,9,1,1,0,0,50,0,>50K
28,0,1,10,1,2,0,0,35,0,>50K
40,4,7,5,1,2,0,1,40,35,>50K
37,2,1,10,1,4,0,0,60,0,>50K
33,0,1,10,3,1,4,0,40,0,>50K
33,0,0,13,1,4,4,0,40,0,>50K
63,1,8,4,1,9,0,0,60,0,>50K
46,5,1,10,1,4,0,0,38,0,>50K
39,0,3,9,3,8,0,1,40,0,>50K
43,0,0,13,2,4,4,1,40,0,>50K
50,1,3,9,2,4,0,1,35,0,>50K
60,0,3,9,1,4,0,0,40,0,>50K
50,0,3,9,1,4,0,0,50,0,>50K
39,0,0,13,1,4,0,0,45,0,>50K
30,4,0,13,1,12,0,0,40,0,>50K
46,0,0,13,1,1,0,0,44,0,>50K
40,0,6,11,1,4,0,0,50,0,>50K
64,0,8,4,1,9,0,0,40,0,>50K
42,0,10,14,3,4,0,0,45,0,>50K
44,0,1,10,1,0,0,0,44,0,>50K
41,0,3,9,1,3,0,0,50,0,>50K
53,4,10,14,1,4,0,0,43,0,>50K
45,0,13,16,1,5,0,1,30,0,>50K
38,2,1,10,1,4,0,0,40,0,>50K
42,3,10,14,1,5,1,0,40,10,>50K
56,0,1,10,1,4,4,0,50,0,>50K
49,0,10,14,2,4,0,0,45,0,>50K
57,0,0,13,1,5,0,0,40,0,>50K
49,0,0,13,1,8,0,0,40,0,>50K
74,5,13,16,3,5,0,1,20,0,>50K
38,0,0,13,1,4,0,0,40,0,>50K
46,0,0,13,1,4,0,0,65,0,>50K
56,0,0,13,1,5,0,0,40,0,>50K
27,0,0,13,1,4,0,0,40,0,>50K
43,5,0,13,1,4,0,0,40,0,>50K
52,0,4,15,1,5,0,1,30,0,>50K
63,2,10,14,2,5,0,0,70,0,>50K
25,0,3,9,1,10,0,0,40,0,>50K
49,2,0,13,1,8,0,0,40,0,>50K
37,3,1,10,4,4,0,0,55,0,>50K
53,0,0,13,1,8,0,0,40,0,>50K
47,0,13,16,1,4,0,0,50,0,>50K
48,0,0,13,3,2,0,0,50,20,>50K
43,0,1,10,1,4,0,0,40,0,>50K
61,1,4,15,1,5,0,0,50,0,>50K
37,0,6,11,1,8,0,0,40,0,>50K
41,4,5,12,1,0,0,0,40,0,>50K
51,5,1,10,1,3,0,0,40,0,>50K
41,3,10,14,1,4,0,0,60,0,>50K
50,3,5,12,1,1,0,0,40,0,>50K
48,0,1,10,1,3,0,0,40,0,>50K
27,0,4,15,1,5,0,0,42,0,>50K
47,5,13,16,1,5,0,0,40,0,>50K
37,1,13,16,3,5,0,0,45,0,>50K
28,0,1,10,1,6,0,0,40,0,>50K
46,1,4,15,1,5,0,0,65,0,>50K
39,0,0,13,1,1,1,0,40,15,>50K
44,2,4,15,1,5,0,0,50,0,>50K
50,0,10,14,1,4,1,0,40,15,>50K
50,0,3,9,1,1,0,0,40,0,>50K
58,0,3,9,1,4,0,0,60,0,>50K
36,0,3,9,1,10,0,0,45,0,>50K
39,0,1,10,1,3,0,0,50,0,>50K
50,0,5,12,1,1,0,0,40,0,>50K
40,0,0,13,1,4,0,0,40,0,>50K
46,5,5,12,1,0,0,0,38,0,>50K
47,0,10,14,1,8,0,1,38,0,>50K
65,0,0,13,1,1,0,0,40,2,>50K
41,0,13,16,1,5,0,0,60,0,>50K
50,0,3,9,1,5,1,0,35,10,>50K
45,3,5,12,1,8,0,0,40,0,>50K
33,0,0,13,1,3,0,0,55,0,>50K
50,0,0,13,1,3,0,0,40,0,>50K
51,0,3,9,1,0,0,0,40,0,>50K
44,0,1,10,1,2,0,1,40,0,>50K
40,0,0,13,1,0,0,0,40,0,>50K
40,4,5,12,1,4,0,0,40,0,>50K
48,2,1,10,1,3,0,0,38,0,>50K
46,0,10,14,2,4,0,1,50,0,>50K
53,0,5,12,1,4,0,0,40,0,>50K
37,0,10,14,3,5,0,1,38,0,>50K
40,0,6,11,2,10,0,0,50,0,>50K
69,5,13,16,1,5,0,0,50,0,>50K
38,0,6,11,1,1,0,0,40,0,>50K
21,0,3,9,1,5,0,0,40,20,>50K
35,3,0,13,1,1,0,0,40,0,>50K
39,0,3,9,1,1,0,0,40,0,>50K
30,0,10,14,1,4,0,0,60,0,>50K
37,0,0,13,1,0,0,0,40,0,>50K
38,2,1,10,1,4,0,0,80,0,>50K
56,0,1,10,1,3,0,0,40,0,>50K
35,3,0,13,5,8,0,0,40,0,>50K
46,0,10,14,1,4,0,0,45,0,>50K
33,0,6,11,1,1,0,0,40,0,>50K
42,0,10,14,1,4,0,0,60,0,>50K
48,0,3,9,1,2,0,0,40,20,>50K
50,0,0,13,1,3,0,0,40,0,>50K
54,2,3,9,1,4,0,0,36,0,>50K
59,1,0,13,1,3,0,0,55,0,>50K
56,1,3,9,5,8,0,1,40,0,>50K
41,0,1,10,1,5,0,0,40,0,>50K
37,0,0,13,3,1,0,0,90,0,>50K
45,0,3,9,1,4,1,0,40,0,>50K
35,0,1,10,1,4,0,0,55,0,>50K
44,0,0,13,1,5,4,0,50,0,>50K
52,2,1,10,1,8,0,1,40,0,>50K
67,1,13,16,1,3,0,0,40,0,>50K
34,3,10,14,1,8,0,0,50,0,>50K
35,0,3,9,1,4,0,0,50,0,>50K
37,0,0,13,1,4,0,0,60,0,>50K
39,3,3,9,1,8,0,1,40,0,>50K
46,5,13,16,1,5,0,0,45,0,>50K
48,2,1,10,1,4,0,0,40,0,>50K
29,0,0,13,1,2,0,0,42,0,>50K
45,0,6,11,1,4,0,0,50,0,>50K
43,0,3,9,1,7,4,0,40,5,>50K
49,3,0,13,1,4,0,0,40,0,>50K
53,1,12,6,1,1,0,0,50,0,>50K
52,1,4,15,1,5,0,0,50,0,>50K
44,0,4,15,1,5,0,0,80,0,>50K
50,0,12,6,1,1,0,0,40,0,>50K
39,2,10,14,1,5,0,1,40,0,>50K
57,1,4,15,1,5,0,0,30,0,>50K
44,2,0,13,1,4,0,0,60,0,>50K
58,0,7,5,1,6,0,0,50,0,>50K
41,0,3,9,1,1,0,0,45,0,>50K
28,0,3,9,1,3,0,0,40,0,>50K
40,1,1,10,3,1,0,0,35,0,>50K
35,0,10,14,3,5,0,0,44,0,>50K
42,0,3,9,1,7,0,1,40,0,>50K
35,5,0,13,1,4,0,0,40,0,>50K
28,1,0,13,3,5,0,0,50,0,>50K
46,4,0,13,1,12,0,0,40,0,>50K
50,5,1,10,1,8,0,0,40,0,>50K
67,4,10,14,3,4,0,1,72,0,>50K
34,0,0,13,1,5,0,0,40,0,>50K
60,0,0,13,1,4,0,0,45,0,>50K
44,0,0,13,1,1,0,0,40,0,>50K
48,0,10,14,1,5,0,0,40,36,>50K
51,0,10,14,1,3,0,0,40,0,>50K
52,0,10,14,1,5,0,0,45,0,>50K
43,4,10,14,1,4,0,0,40,0,>50K
66,0,5,12,1,7,0,0,40,35,>50K
42,4,0,13,1,5,0,0,40,0,>50K
51,4,0,13,1,5,0,1,40,0,>50K
50,4,10,14,1,5,0,1,40,0,>50K
34,3,4,15,1,5,0,0,40,0,>50K
53,4,10,14,1,4,0,0,70,0,>50K
54,1,10,14,2,5,0,0,50,0,>50K
43,0,3,9,1,1,0,0,42,0,>50K
39,0,3,9,1,4,0,0,60,0,>50K
32,0,0,13,1,5,0,1,32,0,>50K
45,4,3,9,1,1,4,0,40,0,>50K
43,0,1,10,1,5,0,0,48,0,>50K
37,0,6,11,1,1,0,0,40,0,>50K
41,0,0,13,3,5,0,0,40,0,>50K
55,0,3,9,1,6,0,0,40,0,>50K
35,1,4,15,1,5,0,0,50,0,>50K
37,0,0,13,1,5,0,0,55,0,>50K
43,0,0,13,1,5,0,0,42,0,>50K
36,4,10,14,1,5,0,1,60,0,>50K
54,0,0,13,1,3,0,0,40,0,>50K
36,3,0,13,1,8,0,0,50,0,>50K
78,2,0,13,1,4,0,0,40,0,>50K
77,0,0,13,1,4,0,0,50,0,>50K
39,1,3,9,1,1,0,0,72,0,>50K
34,0,6,11,1,5,0,0,45,0,>50K
40,0,1,10,1,3,0,0,40,0,>50K
38,0,0,13,1,3,0,0,70,0,>50K
43,0,0,13,1,4,0,0,50,0,>50K
53,0,0,13,3,2,1,1,21,8,>50K
40,3,10,14,1,5,0,0,40,0,>50K
57,0,3,9,1,0,4,0,40,37,>50K
25,4,0,13,1,5,0,1,38,0,>50K
41,4,0,13,1,5,0,0,45,0,>50K
33,5,3,9,1,1,0,0,40,0,>50K
38,0,0,13,1,4,0,0,40,0,>50K
33,1,1,10,1,1,0,0,50,0,>50K
41,0,3,9,1,5,0,0,40,0,>50K
43,0,3,9,1,7,0,0,42,0,>50K
32,0,1,10,1,3,0,0,40,0,>50K
41,0,10,14,1,5,0,0,50,0,>50K
36,0,0,13,1,4,0,0,55,0,>50K
53,0,3,9,1,4,0,0,60,0,>50K
46,0,1,10,1,3,0,0,40,0,>50K
34,1,4,15,1,5,0,0,55,0,>50K
37,0,0,13,1,4,0,0,60,0,>50K
32,0,10,14,3,4,0,1,60,0,>50K
44,0,3,9,1,7,0,0,45,0,>50K
41,0,1,10,1,8,0,0,50,0,>50K
55,0,1,10,1,5,0,0,40,17,>50K
60,0,0,13,1,3,0,0,40,0,>50K
45,0,1,10,1,7,0,0,44,0,>50K
46,0,0,13,1,5,0,0,40,0,>50K
49,0,1,10,1,8,0,1,40,0,>50K
41,0,1,10,1,3,0,0,35,0,>50K
40,0,1,10,1,5,0,0,40,0,>50K
38,0,2,7,1,1,0,0,40,0,>50K
36,0,5,12,1,8,0,0,40,0,>50K
56,0,0,13,1,5,0,0,40,0,>50K
